ticket_id,created_date,resolved_date,department,ticket_type,priority,assigned_agent,resolution_hours,sla_target_hours,met_sla
TKT-10636,2025-08-14 09:00:00,2025-08-14 14:57:24.113120,Sales,Permission Change,High,J. Nguyen,5.96,2,False
TKT-10637,2026-04-12 17:00:00,2026-04-12 19:57:40.000267,Legal,MFA Issue,Low,M. Singh,2.96,24,True
TKT-10638,2025-12-18 14:00:00,2025-12-18 23:18:39.187016,Marketing,Device Enrollment,Medium,A. Palishchuk,9.31,8,False
TKT-10639,2025-10-01 14:00:00,2025-10-01 16:14:19.514058,Sales,Access Request,Low,R. Costa,2.24,24,True
TKT-10640,2026-02-14 17:00:00,2026-02-14 17:06:00.000000,Engineering,Account Lockout,Low,T. O'Brien,0.1,24,True
TKT-10641,2026-04-25 08:00:00,2026-04-25 08:41:33.864960,Engineering,SSO Login Failure,Low,J. Nguyen,0.69,24,True
TKT-10642,2026-01-30 15:00:00,2026-01-30 16:32:00.738378,Legal,Device Enrollment,High,A. Palishchuk,1.53,2,True
TKT-10643,2026-03-08 17:00:00,2026-03-08 17:32:19.243897,Finance,Password Reset,Medium,J. Nguyen,0.54,8,True
TKT-10644,2026-03-08 16:00:00,2026-03-08 17:25:04.531979,Operations,Password Reset,Low,J. Nguyen,1.42,24,True
TKT-10645,2026-03-13 14:00:00,2026-03-13 15:27:43.832174,Legal,Access Request,Low,M. Singh,1.46,24,True
TKT-10646,2026-01-22 17:00:00,2026-01-22 17:06:00.000000,Finance,Password Reset,Low,A. Palishchuk,0.1,24,True
TKT-10647,2026-06-20 11:00:00,2026-06-20 11:31:20.461193,Operations,MFA Issue,Low,T. O'Brien,0.52,24,True
TKT-10648,2025-12-20 14:00:00,2025-12-20 15:19:05.661882,HR,Password Reset,Low,A. Palishchuk,1.32,24,True
TKT-10649,2025-08-23 08:00:00,2025-08-23 08:23:38.719314,Marketing,Password Reset,High,M. Singh,0.39,2,True
TKT-10650,2026-02-24 17:00:00,2026-02-24 20:33:03.460875,Sales,Account Lockout,Low,A. Palishchuk,3.55,24,True
TKT-10651,2026-04-09 15:00:00,2026-04-09 19:09:02.597083,HR,Permission Change,Low,J. Nguyen,4.15,24,True
TKT-10652,2026-03-11 08:00:00,2026-03-11 08:35:07.958220,Operations,MFA Issue,Low,A. Palishchuk,0.59,24,True
TKT-10653,2026-04-18 13:00:00,2026-04-18 13:06:00.000000,Marketing,MFA Issue,High,M. Singh,0.1,2,True
TKT-10654,2025-12-27 12:00:00,2025-12-27 15:04:37.887077,HR,SSO Login Failure,Low,A. Palishchuk,3.08,24,True
TKT-10655,2025-10-14 12:00:00,2025-10-14 12:50:08.116987,HR,Device Enrollment,Medium,M. Singh,0.84,8,True
TKT-10656,2026-05-15 11:00:00,2026-05-15 12:27:55.978907,Marketing,Access Request,Low,A. Palishchuk,1.47,24,True
TKT-10657,2025-08-14 10:00:00,2025-08-14 12:40:01.854154,Operations,SSO Login Failure,Low,J. Nguyen,2.67,24,True
TKT-10658,2025-12-27 11:00:00,2025-12-27 11:13:47.042534,Marketing,MFA Issue,Low,A. Palishchuk,0.23,24,True
TKT-10659,2026-02-24 16:00:00,2026-02-24 16:06:00.000000,Operations,Password Reset,Medium,A. Palishchuk,0.1,8,True
TKT-10660,2025-11-03 12:00:00,2025-11-03 14:58:39.782114,Operations,Password Reset,Low,T. O'Brien,2.98,24,True
TKT-10661,2025-10-14 14:00:00,2025-10-14 14:16:54.539086,Engineering,Password Reset,Low,R. Costa,0.28,24,True
TKT-10662,2026-01-05 10:00:00,2026-01-05 11:42:33.841017,Sales,Group Membership,Medium,J. Nguyen,1.71,8,True
TKT-10663,2026-05-12 15:00:00,2026-05-12 15:06:04.590479,Operations,Account Lockout,High,J. Nguyen,0.1,2,True
TKT-10664,2025-09-26 08:00:00,2025-09-26 08:36:02.869394,Legal,Password Reset,Low,M. Singh,0.6,24,True
TKT-10665,2025-10-03 08:00:00,2025-10-03 08:50:08.755597,HR,Permission Change,High,M. Singh,0.84,2,True
TKT-10666,2026-01-15 09:00:00,2026-01-15 09:06:00.000000,Engineering,Account Lockout,Medium,T. O'Brien,0.1,8,True
TKT-10667,2025-12-18 10:00:00,2025-12-18 11:21:10.788825,Sales,MFA Issue,Medium,M. Singh,1.35,8,True
TKT-10668,2026-05-12 13:00:00,2026-05-13 00:24:55.832225,Operations,Access Request,Low,R. Costa,11.42,24,True
TKT-10669,2026-04-24 15:00:00,2026-04-24 16:35:03.638383,Legal,MFA Issue,Medium,A. Palishchuk,1.58,8,True
TKT-10670,2026-01-24 13:00:00,2026-01-24 13:06:00.000000,Sales,Password Reset,Medium,A. Palishchuk,0.1,8,True
TKT-10671,2025-09-27 09:00:00,2025-09-27 09:13:12.948270,Sales,Access Request,Low,A. Palishchuk,0.22,24,True
TKT-10672,2026-02-11 11:00:00,2026-02-11 17:42:14.279090,HR,Access Request,Medium,A. Palishchuk,6.7,8,True
TKT-10673,2025-12-06 16:00:00,2025-12-07 00:37:19.278990,HR,Group Membership,Low,A. Palishchuk,8.62,24,True
TKT-10674,2026-06-24 15:00:00,2026-06-24 17:44:49.880192,Marketing,MFA Issue,Medium,M. Singh,2.75,8,True
TKT-10675,2026-05-10 13:00:00,2026-05-10 13:10:25.004329,Marketing,Password Reset,Medium,M. Singh,0.17,8,True
TKT-10676,2026-06-21 15:00:00,2026-06-21 20:41:29.195424,Sales,Device Enrollment,Medium,R. Costa,5.69,8,True
TKT-10677,2025-11-28 12:00:00,2025-11-28 12:40:30.206159,Legal,Account Lockout,Medium,A. Palishchuk,0.68,8,True
TKT-10678,2026-06-02 14:00:00,2026-06-02 15:07:38.571649,HR,Access Request,Low,T. O'Brien,1.13,24,True
TKT-10679,2026-05-06 09:00:00,2026-05-06 09:55:54.579427,Engineering,MFA Issue,High,J. Nguyen,0.93,2,True
TKT-10680,2025-08-12 08:00:00,2025-08-12 08:31:31.273131,Marketing,Password Reset,Low,A. Palishchuk,0.53,24,True
TKT-10681,2026-04-14 15:00:00,2026-04-15 00:09:43.730822,Operations,Permission Change,Medium,A. Palishchuk,9.16,8,False
TKT-10682,2025-10-03 13:00:00,2025-10-03 13:06:54.447337,Legal,Account Lockout,High,R. Costa,0.12,2,True
TKT-10683,2026-06-08 14:00:00,2026-06-08 16:57:36.542764,Sales,Group Membership,Low,A. Palishchuk,2.96,24,True
TKT-10684,2025-07-20 10:00:00,2025-07-20 12:22:18.998109,Finance,Device Enrollment,Low,R. Costa,2.37,24,True
TKT-10685,2026-06-05 13:00:00,2026-06-05 13:20:24.751845,HR,Account Lockout,Medium,A. Palishchuk,0.34,8,True
TKT-10686,2026-06-29 11:00:00,2026-06-29 15:07:29.725593,Marketing,SSO Login Failure,Medium,T. O'Brien,4.12,8,True
TKT-10687,2025-12-20 16:00:00,2025-12-20 17:52:19.178557,Marketing,MFA Issue,Low,A. Palishchuk,1.87,24,True
TKT-10688,2026-01-16 17:00:00,2026-01-16 19:45:38.344433,Operations,Access Request,Low,R. Costa,2.76,24,True
TKT-10689,2025-07-20 15:00:00,2025-07-20 15:34:21.291651,Legal,Password Reset,Low,A. Palishchuk,0.57,24,True
TKT-10690,2026-03-24 17:00:00,2026-03-24 17:39:59.821163,Engineering,MFA Issue,High,M. Singh,0.67,2,True
TKT-10691,2026-02-15 08:00:00,2026-02-15 08:44:49.740267,Engineering,Account Lockout,High,A. Palishchuk,0.75,2,True
TKT-10692,2026-03-20 14:00:00,2026-03-20 23:26:10.731978,Marketing,Access Request,Low,J. Nguyen,9.44,24,True
TKT-10693,2025-08-20 12:00:00,2025-08-21 03:28:14.309587,Operations,Access Request,Medium,M. Singh,15.47,8,False
TKT-10694,2025-10-26 13:00:00,2025-10-26 13:45:22.016644,Finance,MFA Issue,Medium,M. Singh,0.76,8,True
TKT-10695,2025-10-30 13:00:00,2025-10-30 15:17:46.320797,Engineering,Access Request,Medium,T. O'Brien,2.3,8,True
TKT-10696,2025-07-26 16:00:00,2025-07-26 16:27:29.890522,Marketing,Password Reset,Low,A. Palishchuk,0.46,24,True
TKT-10697,2026-06-13 08:00:00,2026-06-13 09:50:24.624560,Operations,Password Reset,Low,A. Palishchuk,1.84,24,True
TKT-10698,2026-02-02 10:00:00,2026-02-02 10:28:44.811109,Marketing,Password Reset,Medium,M. Singh,0.48,8,True
TKT-10699,2026-05-16 14:00:00,2026-05-16 14:52:21.434102,Finance,Access Request,Medium,A. Palishchuk,0.87,8,True
TKT-10700,2025-11-15 16:00:00,2025-11-15 16:23:05.815216,HR,Account Lockout,Medium,J. Nguyen,0.38,8,True
TKT-10701,2026-02-21 12:00:00,2026-02-21 12:56:35.929583,Marketing,Account Lockout,Low,A. Palishchuk,0.94,24,True
TKT-10702,2025-07-01 14:00:00,2025-07-01 14:23:13.750203,Operations,Account Lockout,High,A. Palishchuk,0.39,2,True
TKT-10703,2026-04-18 09:00:00,2026-04-18 14:23:24.996185,Finance,Access Request,Medium,J. Nguyen,5.39,8,True
TKT-10704,2025-07-16 10:00:00,2025-07-16 10:35:18.982789,Finance,Password Reset,Low,R. Costa,0.59,24,True
TKT-10705,2025-08-08 16:00:00,2025-08-08 20:12:40.059467,HR,Device Enrollment,Low,T. O'Brien,4.21,24,True
TKT-10706,2026-04-18 09:00:00,2026-04-18 11:12:45.806471,Legal,MFA Issue,Low,T. O'Brien,2.21,24,True
TKT-10707,2025-09-25 17:00:00,2025-09-25 17:06:00.000000,Marketing,Password Reset,Medium,R. Costa,0.1,8,True
TKT-10708,2025-10-03 12:00:00,2025-10-03 12:06:00.000000,HR,Password Reset,High,T. O'Brien,0.1,2,True
TKT-10709,2025-12-02 14:00:00,2025-12-02 20:34:04.626812,Finance,Group Membership,Low,R. Costa,6.57,24,True
TKT-10710,2025-10-25 09:00:00,2025-10-25 09:06:00.000000,Engineering,Account Lockout,Low,A. Palishchuk,0.1,24,True
TKT-10711,2026-01-26 13:00:00,2026-01-26 13:06:00.000000,Sales,Password Reset,Low,J. Nguyen,0.1,24,True
TKT-10712,2026-01-26 11:00:00,2026-01-26 12:12:48.480816,HR,MFA Issue,Medium,T. O'Brien,1.21,8,True
TKT-10713,2025-07-25 14:00:00,2025-07-25 17:05:22.479019,Marketing,Account Lockout,Low,A. Palishchuk,3.09,24,True
TKT-10714,2026-02-09 10:00:00,2026-02-09 10:09:11.796032,Operations,Account Lockout,Medium,R. Costa,0.15,8,True
TKT-10715,2025-08-11 12:00:00,2025-08-11 20:33:56.847027,Legal,Access Request,Low,R. Costa,8.57,24,True
TKT-10716,2025-10-31 10:00:00,2025-10-31 10:19:04.055421,Marketing,Password Reset,Low,J. Nguyen,0.32,24,True
TKT-10717,2026-04-20 10:00:00,2026-04-20 11:07:21.154310,Legal,Permission Change,Low,R. Costa,1.12,24,True
TKT-10718,2025-09-23 10:00:00,2025-09-23 10:25:02.555759,Finance,Password Reset,Medium,R. Costa,0.42,8,True
TKT-10719,2026-05-29 12:00:00,2026-05-29 12:06:00.000000,Finance,Password Reset,Low,T. O'Brien,0.1,24,True
TKT-10720,2025-10-21 12:00:00,2025-10-21 18:56:22.337303,Finance,Access Request,Low,A. Palishchuk,6.94,24,True
TKT-10721,2025-07-12 16:00:00,2025-07-12 16:28:30.486586,Finance,Password Reset,Low,A. Palishchuk,0.48,24,True
TKT-10722,2026-04-05 13:00:00,2026-04-05 13:11:04.416240,Operations,SSO Login Failure,High,A. Palishchuk,0.18,2,True
TKT-10723,2026-04-10 09:00:00,2026-04-10 09:06:00.000000,Engineering,Account Lockout,Low,M. Singh,0.1,24,True
TKT-10724,2025-11-14 15:00:00,2025-11-14 15:06:00.000000,Finance,Account Lockout,Medium,A. Palishchuk,0.1,8,True
TKT-10725,2026-05-19 17:00:00,2026-05-19 17:17:02.942503,Marketing,Account Lockout,Medium,R. Costa,0.28,8,True
TKT-10726,2026-01-13 16:00:00,2026-01-13 16:06:59.256839,Sales,Password Reset,Medium,R. Costa,0.12,8,True
TKT-10727,2025-12-22 09:00:00,2025-12-22 10:23:32.091735,Legal,Account Lockout,Medium,A. Palishchuk,1.39,8,True
TKT-10728,2026-02-23 13:00:00,2026-02-23 15:35:24.368304,Engineering,SSO Login Failure,Low,T. O'Brien,2.59,24,True
TKT-10729,2025-11-28 15:00:00,2025-11-28 23:31:53.951491,HR,Device Enrollment,Low,M. Singh,8.53,24,True
TKT-10730,2026-04-15 10:00:00,2026-04-15 11:33:34.501746,Operations,Access Request,Low,M. Singh,1.56,24,True
TKT-10731,2025-10-06 10:00:00,2025-10-06 15:47:00.964968,HR,Access Request,Medium,T. O'Brien,5.78,8,True
TKT-10732,2025-07-16 10:00:00,2025-07-16 11:20:53.646636,Legal,Access Request,Low,R. Costa,1.35,24,True
TKT-10733,2026-04-08 15:00:00,2026-04-08 15:17:03.843180,Engineering,Password Reset,Low,M. Singh,0.28,24,True
TKT-10734,2026-06-28 14:00:00,2026-06-28 14:11:37.505445,Legal,Account Lockout,High,A. Palishchuk,0.19,2,True
TKT-10735,2026-05-09 14:00:00,2026-05-09 15:24:54.533447,Engineering,Access Request,Medium,T. O'Brien,1.42,8,True
TKT-10736,2025-12-17 14:00:00,2025-12-17 15:30:48.189287,Finance,Device Enrollment,Medium,M. Singh,1.51,8,True
TKT-10737,2026-05-09 12:00:00,2026-05-09 13:20:22.399701,Legal,SSO Login Failure,Medium,J. Nguyen,1.34,8,True
TKT-10738,2026-03-03 12:00:00,2026-03-03 12:06:03.260988,Sales,Password Reset,Medium,A. Palishchuk,0.1,8,True
TKT-10739,2025-11-11 16:00:00,2025-11-11 16:44:53.835721,Sales,MFA Issue,Low,T. O'Brien,0.75,24,True
TKT-10740,2026-06-20 08:00:00,2026-06-20 08:23:59.441833,Operations,Password Reset,Medium,A. Palishchuk,0.4,8,True
TKT-10741,2025-08-04 08:00:00,2025-08-04 09:17:08.698228,Engineering,Password Reset,Low,R. Costa,1.29,24,True
TKT-10742,2026-02-11 10:00:00,2026-02-11 11:45:11.131402,Finance,Device Enrollment,Medium,R. Costa,1.75,8,True
TKT-10743,2026-06-01 15:00:00,2026-06-01 16:34:46.071439,Marketing,MFA Issue,Low,R. Costa,1.58,24,True
TKT-10744,2025-09-08 16:00:00,2025-09-08 16:07:21.174661,Marketing,Password Reset,Low,M. Singh,0.12,24,True
TKT-10745,2026-03-31 15:00:00,2026-03-31 15:06:00.000000,Legal,Access Request,Medium,T. O'Brien,0.1,8,True
TKT-10746,2025-10-17 16:00:00,2025-10-17 16:47:20.550018,Finance,MFA Issue,Low,T. O'Brien,0.79,24,True
TKT-10747,2026-03-04 12:00:00,2026-03-04 12:51:08.608504,Operations,Account Lockout,Medium,A. Palishchuk,0.85,8,True
TKT-10748,2025-10-17 17:00:00,2025-10-17 17:39:40.861580,Legal,Password Reset,Low,A. Palishchuk,0.66,24,True
TKT-10749,2025-07-09 12:00:00,2025-07-09 12:06:00.000000,HR,Password Reset,High,R. Costa,0.1,2,True
TKT-10750,2026-03-25 12:00:00,2026-03-25 14:08:26.553084,Sales,MFA Issue,Medium,M. Singh,2.14,8,True
TKT-10751,2025-08-29 14:00:00,2025-08-29 14:06:00.000000,Operations,Account Lockout,Medium,J. Nguyen,0.1,8,True
TKT-10752,2025-12-26 12:00:00,2025-12-26 18:44:29.992984,HR,SSO Login Failure,Medium,A. Palishchuk,6.74,8,True
TKT-10753,2025-11-07 16:00:00,2025-11-07 16:27:48.257573,Marketing,SSO Login Failure,Medium,J. Nguyen,0.46,8,True
TKT-10754,2025-10-07 09:00:00,2025-10-07 09:39:25.247189,Marketing,Password Reset,Low,J. Nguyen,0.66,24,True
TKT-10755,2026-05-14 15:00:00,2026-05-14 16:57:20.953714,Engineering,Device Enrollment,Medium,T. O'Brien,1.96,8,True
TKT-10756,2026-06-23 11:00:00,2026-06-23 11:07:32.546216,Legal,MFA Issue,Low,A. Palishchuk,0.13,24,True
TKT-10757,2025-12-26 15:00:00,2025-12-26 15:19:56.721391,Finance,Password Reset,Medium,J. Nguyen,0.33,8,True
TKT-10758,2025-07-07 17:00:00,2025-07-07 20:02:52.025680,Legal,SSO Login Failure,Low,T. O'Brien,3.05,24,True
TKT-10759,2025-11-03 16:00:00,2025-11-03 16:07:53.451105,Legal,Password Reset,Medium,A. Palishchuk,0.13,8,True
TKT-10760,2026-04-10 10:00:00,2026-04-10 10:22:59.489234,Operations,Password Reset,Low,M. Singh,0.38,24,True
TKT-10761,2026-06-24 15:00:00,2026-06-24 22:57:00.096285,Legal,Permission Change,Low,A. Palishchuk,7.95,24,True
TKT-10762,2025-12-04 15:00:00,2025-12-04 17:00:44.317047,Marketing,Account Lockout,Low,J. Nguyen,2.01,24,True
TKT-10763,2025-07-07 08:00:00,2025-07-07 10:54:04.250741,Finance,Access Request,Medium,T. O'Brien,2.9,8,True
TKT-10764,2026-04-24 12:00:00,2026-04-24 12:50:26.821815,Engineering,Account Lockout,Low,R. Costa,0.84,24,True
TKT-10765,2026-02-12 12:00:00,2026-02-12 16:53:20.142853,Engineering,Group Membership,High,T. O'Brien,4.89,2,False
TKT-10766,2026-03-10 08:00:00,2026-03-10 09:50:46.338907,Marketing,MFA Issue,Low,T. O'Brien,1.85,24,True
TKT-10767,2026-05-31 13:00:00,2026-05-31 13:14:19.777458,Legal,MFA Issue,High,A. Palishchuk,0.24,2,True
TKT-10768,2025-08-16 16:00:00,2025-08-16 16:15:43.681230,Marketing,Password Reset,High,T. O'Brien,0.26,2,True
TKT-10769,2026-03-26 08:00:00,2026-03-26 08:29:14.654260,Operations,Password Reset,Low,R. Costa,0.49,24,True
TKT-10770,2026-01-08 16:00:00,2026-01-08 16:06:00.000000,Finance,Password Reset,High,J. Nguyen,0.1,2,True
TKT-10771,2025-09-27 15:00:00,2025-09-27 19:07:29.702975,Marketing,Access Request,Low,A. Palishchuk,4.12,24,True
TKT-10772,2026-03-29 09:00:00,2026-03-29 09:35:50.022690,Sales,Account Lockout,Low,A. Palishchuk,0.6,24,True
TKT-10773,2025-11-09 12:00:00,2025-11-09 12:16:48.029241,Finance,Account Lockout,Medium,J. Nguyen,0.28,8,True
TKT-10774,2025-11-25 10:00:00,2025-11-25 10:21:09.403082,Finance,Password Reset,Low,A. Palishchuk,0.35,24,True
TKT-10775,2026-06-28 11:00:00,2026-06-29 00:28:21.294619,Operations,Access Request,Low,A. Palishchuk,13.47,24,True
TKT-10776,2025-10-05 09:00:00,2025-10-05 12:10:44.371299,HR,SSO Login Failure,Low,R. Costa,3.18,24,True
TKT-10777,2025-09-20 08:00:00,2025-09-20 08:06:00.000000,Marketing,SSO Login Failure,Low,A. Palishchuk,0.1,24,True
TKT-10778,2026-04-16 14:00:00,2026-04-16 16:32:52.178362,Sales,SSO Login Failure,Low,J. Nguyen,2.55,24,True
TKT-10779,2025-10-21 12:00:00,2025-10-21 16:11:54.625359,Sales,SSO Login Failure,Medium,T. O'Brien,4.2,8,True
TKT-10780,2026-04-12 17:00:00,2026-04-13 05:52:29.218193,Sales,Access Request,Low,T. O'Brien,12.87,24,True
TKT-10781,2026-04-22 13:00:00,2026-04-22 20:16:05.235884,HR,MFA Issue,Medium,T. O'Brien,7.27,8,True
TKT-10782,2026-04-11 12:00:00,2026-04-11 13:25:10.764777,Sales,Access Request,High,A. Palishchuk,1.42,2,True
TKT-10783,2025-12-26 13:00:00,2025-12-26 13:06:00.000000,Finance,MFA Issue,Medium,T. O'Brien,0.1,8,True
TKT-10784,2025-07-24 14:00:00,2025-07-24 14:10:19.936475,Engineering,Password Reset,Medium,J. Nguyen,0.17,8,True
TKT-10785,2025-07-22 11:00:00,2025-07-22 14:51:02.114308,Finance,Device Enrollment,Medium,T. O'Brien,3.85,8,True
TKT-10786,2025-10-20 09:00:00,2025-10-20 09:45:11.494527,Finance,MFA Issue,Low,T. O'Brien,0.75,24,True
TKT-10787,2026-04-04 10:00:00,2026-04-04 10:06:00.000000,Engineering,Account Lockout,Low,M. Singh,0.1,24,True
TKT-10788,2026-05-04 12:00:00,2026-05-05 12:15:59.759033,Engineering,Access Request,Low,M. Singh,24.27,24,False
TKT-10789,2025-07-16 13:00:00,2025-07-16 13:44:01.059602,Sales,Password Reset,Medium,R. Costa,0.73,8,True
TKT-10790,2026-03-30 16:00:00,2026-03-30 18:47:37.144312,HR,Device Enrollment,High,J. Nguyen,2.79,2,False
TKT-10791,2026-04-28 11:00:00,2026-04-28 13:19:56.209199,Sales,SSO Login Failure,Low,A. Palishchuk,2.33,24,True
TKT-10792,2025-11-02 08:00:00,2025-11-02 16:04:12.741273,HR,Access Request,Medium,M. Singh,8.07,8,False
TKT-10793,2026-02-24 12:00:00,2026-02-24 13:29:40.859448,Finance,Access Request,Medium,A. Palishchuk,1.49,8,True
TKT-10794,2026-05-31 17:00:00,2026-05-31 20:50:01.118598,Engineering,SSO Login Failure,Medium,T. O'Brien,3.83,8,True
TKT-10795,2026-05-13 09:00:00,2026-05-13 19:20:24.399287,Legal,SSO Login Failure,Low,R. Costa,10.34,24,True
TKT-10796,2025-12-01 10:00:00,2025-12-01 10:09:14.048931,Finance,Account Lockout,Low,R. Costa,0.15,24,True
TKT-10797,2025-09-09 10:00:00,2025-09-09 22:53:23.690035,Finance,Device Enrollment,Medium,J. Nguyen,12.89,8,False
TKT-10798,2026-03-27 11:00:00,2026-03-27 11:09:24.280739,Sales,Account Lockout,Low,M. Singh,0.16,24,True
TKT-10799,2025-11-03 08:00:00,2025-11-03 11:51:36.473572,Engineering,Access Request,High,M. Singh,3.86,2,False
TKT-10800,2025-08-25 16:00:00,2025-08-25 23:28:57.546857,Marketing,Access Request,Medium,R. Costa,7.48,8,True
TKT-10801,2025-11-07 11:00:00,2025-11-07 12:44:02.906994,HR,Access Request,Low,A. Palishchuk,1.73,24,True
TKT-10802,2026-01-19 17:00:00,2026-01-19 17:14:12.671591,Finance,SSO Login Failure,Low,A. Palishchuk,0.24,24,True
TKT-10803,2025-10-28 08:00:00,2025-10-28 08:06:00.000000,Finance,Password Reset,High,A. Palishchuk,0.1,2,True
TKT-10804,2025-11-14 11:00:00,2025-11-15 04:33:27.613923,Sales,Permission Change,Low,M. Singh,17.56,24,True
TKT-10805,2025-11-26 09:00:00,2025-11-26 12:03:32.693855,Sales,Permission Change,Medium,M. Singh,3.06,8,True
TKT-10806,2026-01-28 12:00:00,2026-01-28 14:09:15.093464,Operations,Account Lockout,Low,J. Nguyen,2.15,24,True
TKT-10807,2026-06-03 11:00:00,2026-06-03 11:06:00.000000,Operations,Account Lockout,Medium,A. Palishchuk,0.1,8,True
TKT-10808,2026-03-28 12:00:00,2026-03-28 15:28:29.249009,Sales,Permission Change,Low,J. Nguyen,3.47,24,True
TKT-10809,2025-09-30 08:00:00,2025-09-30 11:22:47.749379,Sales,Access Request,Low,R. Costa,3.38,24,True
TKT-10810,2025-09-14 08:00:00,2025-09-14 10:23:11.995148,Sales,MFA Issue,Medium,J. Nguyen,2.39,8,True
TKT-10811,2026-05-04 11:00:00,2026-05-04 16:24:48.270445,Operations,Permission Change,Medium,M. Singh,5.41,8,True
TKT-10812,2025-11-06 08:00:00,2025-11-06 08:19:06.954709,Operations,Password Reset,Low,R. Costa,0.32,24,True
TKT-10813,2025-11-11 11:00:00,2025-11-11 11:23:40.179539,Sales,Password Reset,Medium,R. Costa,0.39,8,True
TKT-10814,2025-12-08 17:00:00,2025-12-08 17:06:00.000000,HR,Password Reset,Low,M. Singh,0.1,24,True
TKT-10815,2025-07-02 08:00:00,2025-07-02 12:54:50.904592,Marketing,Permission Change,Medium,J. Nguyen,4.91,8,True
TKT-10816,2026-04-08 12:00:00,2026-04-08 12:06:00.000000,Finance,Password Reset,Low,J. Nguyen,0.1,24,True
TKT-10817,2026-01-21 14:00:00,2026-01-22 00:27:08.694853,HR,Access Request,Low,M. Singh,10.45,24,True
TKT-10818,2025-12-30 15:00:00,2025-12-30 16:01:21.898388,Sales,SSO Login Failure,High,T. O'Brien,1.02,2,True
TKT-10819,2026-02-23 13:00:00,2026-02-23 13:53:34.119486,HR,Access Request,Low,M. Singh,0.89,24,True
TKT-10820,2026-02-07 12:00:00,2026-02-08 03:02:15.571611,Marketing,Access Request,Low,A. Palishchuk,15.04,24,True
TKT-10821,2025-08-22 12:00:00,2025-08-22 12:24:04.824352,Engineering,SSO Login Failure,Medium,A. Palishchuk,0.4,8,True
TKT-10822,2025-07-23 12:00:00,2025-07-23 13:18:45.256470,Finance,Access Request,Medium,R. Costa,1.31,8,True
TKT-10823,2026-05-24 12:00:00,2026-05-25 01:11:49.447222,Operations,Device Enrollment,Medium,J. Nguyen,13.2,8,False
TKT-10824,2025-07-14 14:00:00,2025-07-14 14:53:59.584140,Marketing,SSO Login Failure,High,R. Costa,0.9,2,True
TKT-10825,2025-07-10 17:00:00,2025-07-10 17:50:04.270796,Finance,Password Reset,Medium,R. Costa,0.83,8,True
TKT-10826,2025-07-04 17:00:00,2025-07-04 17:37:26.932441,HR,Password Reset,Low,R. Costa,0.62,24,True
TKT-10827,2025-07-19 09:00:00,2025-07-19 09:06:05.538722,Operations,Password Reset,Medium,M. Singh,0.1,8,True
TKT-10828,2025-11-17 16:00:00,2025-11-17 17:08:36.843109,HR,Access Request,Low,A. Palishchuk,1.14,24,True
TKT-10829,2026-01-28 15:00:00,2026-01-28 16:50:13.859930,Marketing,SSO Login Failure,Low,M. Singh,1.84,24,True
TKT-10830,2026-06-07 12:00:00,2026-06-07 13:27:18.595747,Legal,Password Reset,Low,R. Costa,1.46,24,True
TKT-10831,2025-11-06 17:00:00,2025-11-06 18:40:27.064287,HR,SSO Login Failure,Low,T. O'Brien,1.67,24,True
TKT-10832,2025-11-22 10:00:00,2025-11-22 10:13:55.583869,Operations,SSO Login Failure,Low,R. Costa,0.23,24,True
TKT-10833,2026-06-06 16:00:00,2026-06-06 17:05:35.607934,HR,MFA Issue,Low,A. Palishchuk,1.09,24,True
TKT-10834,2026-06-17 17:00:00,2026-06-17 17:43:55.638296,Sales,Password Reset,Medium,R. Costa,0.73,8,True
TKT-10835,2026-05-27 14:00:00,2026-05-27 15:10:04.410405,Operations,Password Reset,Low,M. Singh,1.17,24,True
TKT-10836,2026-02-17 08:00:00,2026-02-17 11:33:35.813377,Sales,Device Enrollment,Low,R. Costa,3.56,24,True
TKT-10837,2026-03-03 09:00:00,2026-03-03 09:13:11.486099,HR,MFA Issue,Low,A. Palishchuk,0.22,24,True
TKT-10838,2026-06-08 11:00:00,2026-06-08 12:29:48.649270,Finance,Group Membership,High,R. Costa,1.5,2,True
TKT-10839,2026-04-22 16:00:00,2026-04-22 16:54:44.074956,Engineering,MFA Issue,Medium,A. Palishchuk,0.91,8,True
TKT-10840,2026-03-08 13:00:00,2026-03-08 13:21:11.179094,Finance,Password Reset,Low,R. Costa,0.35,24,True
TKT-10841,2025-08-26 12:00:00,2025-08-26 12:14:53.481985,Engineering,Password Reset,Low,T. O'Brien,0.25,24,True
TKT-10842,2026-01-02 17:00:00,2026-01-02 18:37:56.815305,Sales,SSO Login Failure,High,J. Nguyen,1.63,2,True
TKT-10843,2026-03-15 12:00:00,2026-03-15 13:31:40.640500,Legal,Access Request,High,R. Costa,1.53,2,True
TKT-10844,2026-01-04 16:00:00,2026-01-04 19:45:57.017906,Sales,Access Request,High,M. Singh,3.77,2,False
TKT-10845,2025-12-16 12:00:00,2025-12-16 12:58:13.146384,Legal,MFA Issue,Medium,M. Singh,0.97,8,True
TKT-10846,2026-06-20 11:00:00,2026-06-20 11:39:55.332070,Sales,SSO Login Failure,Low,T. O'Brien,0.67,24,True
TKT-10847,2025-11-28 12:00:00,2025-11-29 20:34:48.237846,Operations,Access Request,Low,A. Palishchuk,32.58,24,False
