event_id,event_type,department,environment,request_date,completed_date,completion_hours,sla_target_hours,met_sla
PRV-5692,Provisioning,HR,Active Directory,2026-05-25,2026-05-25 07:13:08.551950,7.22,8,True
PRV-5693,Deprovisioning,Engineering,Microsoft Entra ID,2026-04-24,2026-04-24 02:12:08.727623,2.2,4,True
PRV-5694,Deprovisioning,Engineering,Hybrid (AD + Entra ID),2025-07-24,2025-07-24 01:00:20.880477,1.01,4,True
PRV-5695,Deprovisioning,HR,Hybrid (AD + Entra ID),2025-08-22,2025-08-22 04:42:04.789358,4.7,4,False
PRV-5696,Provisioning,Legal,Active Directory,2025-10-12,2025-10-12 08:16:27.428408,8.27,8,False
PRV-5697,Deprovisioning,Operations,Microsoft Entra ID,2025-10-18,2025-10-18 07:40:37.930377,7.68,4,False
PRV-5698,Provisioning,Legal,Microsoft Entra ID,2025-12-02,2025-12-02 17:12:17.293318,17.2,8,False
PRV-5699,Provisioning,Engineering,Hybrid (AD + Entra ID),2025-07-07,2025-07-07 09:44:37.617956,9.74,8,False
PRV-5700,Provisioning,Operations,Hybrid (AD + Entra ID),2026-01-29,2026-01-29 11:54:45.174499,11.91,8,False
PRV-5701,Provisioning,Finance,Hybrid (AD + Entra ID),2026-03-05,2026-03-05 01:53:58.057826,1.9,8,True
PRV-5702,Provisioning,Engineering,Hybrid (AD + Entra ID),2025-07-04,2025-07-04 02:40:49.223927,2.68,8,True
PRV-5703,Provisioning,Sales,Active Directory,2026-01-07,2026-01-07 01:25:55.038263,1.43,8,True
PRV-5704,Provisioning,Marketing,Active Directory,2026-06-21,2026-06-21 00:53:12.196108,0.89,8,True
PRV-5705,Deprovisioning,Sales,Microsoft Entra ID,2025-07-20,2025-07-20 04:12:23.440966,4.21,4,False
PRV-5706,Deprovisioning,Marketing,Microsoft Entra ID,2026-03-26,2026-03-26 02:44:06.977091,2.74,4,True
PRV-5707,Provisioning,Sales,Microsoft Entra ID,2025-11-10,2025-11-10 00:57:30.238644,0.96,8,True
PRV-5708,Provisioning,Engineering,Hybrid (AD + Entra ID),2025-07-25,2025-07-25 06:00:20.412430,6.01,8,True
PRV-5709,Deprovisioning,Sales,Hybrid (AD + Entra ID),2026-04-02,2026-04-02 05:17:32.788523,5.29,4,False
PRV-5710,Provisioning,Finance,Microsoft Entra ID,2026-01-01,2026-01-01 01:22:24.906861,1.37,8,True
PRV-5711,Deprovisioning,Marketing,Active Directory,2026-06-05,2026-06-05 00:47:00.299795,0.78,4,True
PRV-5712,Provisioning,Marketing,Active Directory,2025-07-06,2025-07-06 00:30:00.000000,0.5,8,True
PRV-5713,Deprovisioning,Finance,Microsoft Entra ID,2025-07-13,2025-07-13 00:12:00.000000,0.2,4,True
PRV-5714,Provisioning,HR,Hybrid (AD + Entra ID),2025-07-14,2025-07-14 01:32:05.978623,1.53,8,True
PRV-5715,Provisioning,HR,Active Directory,2025-07-16,2025-07-16 00:50:15.369875,0.84,8,True
PRV-5716,Deprovisioning,Finance,Hybrid (AD + Entra ID),2025-07-31,2025-07-31 06:09:00.566676,6.15,4,False
PRV-5717,Provisioning,HR,Microsoft Entra ID,2025-08-05,2025-08-05 05:19:18.530839,5.32,8,True
PRV-5718,Provisioning,HR,Microsoft Entra ID,2025-07-30,2025-07-30 10:24:12.050226,10.4,8,False
PRV-5719,Deprovisioning,Marketing,Active Directory,2025-07-16,2025-07-16 01:52:35.989267,1.88,4,True
PRV-5720,Provisioning,Legal,Hybrid (AD + Entra ID),2025-10-15,2025-10-15 06:45:12.587841,6.75,8,True
PRV-5721,Provisioning,Engineering,Microsoft Entra ID,2026-04-27,2026-04-27 04:40:07.897569,4.67,8,True
PRV-5722,Deprovisioning,Legal,Active Directory,2026-04-30,2026-04-30 06:53:07.254151,6.89,4,False
PRV-5723,Provisioning,HR,Microsoft Entra ID,2025-07-16,2025-07-16 02:47:55.627896,2.8,8,True
PRV-5724,Provisioning,HR,Hybrid (AD + Entra ID),2025-09-07,2025-09-07 00:44:31.558718,0.74,8,True
PRV-5725,Provisioning,Engineering,Hybrid (AD + Entra ID),2026-04-21,2026-04-21 00:56:30.308461,0.94,8,True
PRV-5726,Provisioning,Marketing,Hybrid (AD + Entra ID),2026-03-08,2026-03-08 05:19:38.956329,5.33,8,True
PRV-5727,Provisioning,Marketing,Hybrid (AD + Entra ID),2026-04-20,2026-04-20 00:47:27.954642,0.79,8,True
PRV-5728,Provisioning,Engineering,Microsoft Entra ID,2026-06-22,2026-06-22 00:30:00.000000,0.5,8,True
PRV-5729,Provisioning,Engineering,Active Directory,2026-01-25,2026-01-25 03:54:36.870381,3.91,8,True
PRV-5730,Deprovisioning,HR,Hybrid (AD + Entra ID),2025-10-24,2025-10-24 01:10:02.359017,1.17,4,True
PRV-5731,Deprovisioning,Operations,Hybrid (AD + Entra ID),2025-08-22,2025-08-22 01:21:16.974141,1.35,4,True
PRV-5732,Provisioning,Sales,Active Directory,2026-06-22,2026-06-22 01:46:10.015169,1.77,8,True
PRV-5733,Deprovisioning,Finance,Microsoft Entra ID,2025-12-04,2025-12-04 05:35:14.520250,5.59,4,False
PRV-5734,Deprovisioning,Engineering,Active Directory,2026-03-12,2026-03-12 02:46:04.355178,2.77,4,True
PRV-5735,Provisioning,Sales,Active Directory,2026-02-05,2026-02-05 02:31:56.739349,2.53,8,True
PRV-5736,Provisioning,HR,Hybrid (AD + Entra ID),2025-09-24,2025-09-24 02:23:52.628191,2.4,8,True
PRV-5737,Provisioning,Marketing,Hybrid (AD + Entra ID),2025-11-23,2025-11-23 01:29:02.902474,1.48,8,True
PRV-5738,Deprovisioning,Sales,Microsoft Entra ID,2025-10-02,2025-10-02 02:07:21.410386,2.12,4,True
PRV-5739,Deprovisioning,HR,Microsoft Entra ID,2025-07-08,2025-07-08 02:37:05.228289,2.62,4,True
PRV-5740,Provisioning,Sales,Hybrid (AD + Entra ID),2026-02-21,2026-02-21 00:30:00.000000,0.5,8,True
PRV-5741,Provisioning,Finance,Active Directory,2026-01-03,2026-01-03 01:29:32.050540,1.49,8,True
PRV-5742,Provisioning,Marketing,Hybrid (AD + Entra ID),2025-12-19,2025-12-19 01:54:47.203124,1.91,8,True
PRV-5743,Provisioning,Sales,Hybrid (AD + Entra ID),2026-04-12,2026-04-12 00:30:00.000000,0.5,8,True
PRV-5744,Provisioning,Operations,Active Directory,2026-05-19,2026-05-19 00:37:27.652528,0.62,8,True
PRV-5745,Provisioning,Marketing,Microsoft Entra ID,2025-08-29,2025-08-29 00:47:49.198832,0.8,8,True
PRV-5746,Deprovisioning,Marketing,Hybrid (AD + Entra ID),2025-10-17,2025-10-17 02:08:28.872662,2.14,4,True
PRV-5747,Provisioning,Marketing,Microsoft Entra ID,2026-02-22,2026-02-22 00:39:56.221973,0.67,8,True
PRV-5748,Provisioning,Finance,Microsoft Entra ID,2025-10-15,2025-10-15 02:01:59.982477,2.03,8,True
PRV-5749,Deprovisioning,Operations,Microsoft Entra ID,2025-10-26,2025-10-26 00:12:00.000000,0.2,4,True
PRV-5750,Deprovisioning,Legal,Hybrid (AD + Entra ID),2025-08-20,2025-08-20 00:50:18.663669,0.84,4,True
PRV-5751,Deprovisioning,Legal,Active Directory,2026-06-09,2026-06-09 01:33:13.145918,1.55,4,True
PRV-5752,Deprovisioning,Marketing,Hybrid (AD + Entra ID),2026-06-02,2026-06-02 03:40:34.650750,3.68,4,True
PRV-5753,Deprovisioning,Marketing,Active Directory,2025-08-08,2025-08-08 01:39:00.474226,1.65,4,True
PRV-5754,Provisioning,Engineering,Hybrid (AD + Entra ID),2025-07-13,2025-07-13 01:57:28.802287,1.96,8,True
PRV-5755,Provisioning,Operations,Hybrid (AD + Entra ID),2026-06-02,2026-06-02 00:30:00.000000,0.5,8,True
PRV-5756,Deprovisioning,Engineering,Hybrid (AD + Entra ID),2026-05-18,2026-05-18 00:20:06.807696,0.34,4,True
PRV-5757,Provisioning,Sales,Microsoft Entra ID,2026-03-16,2026-03-16 10:01:00.327185,10.02,8,False
PRV-5758,Provisioning,Sales,Active Directory,2026-04-06,2026-04-06 00:51:30.630359,0.86,8,True
PRV-5759,Provisioning,Engineering,Microsoft Entra ID,2026-01-10,2026-01-10 04:27:43.828390,4.46,8,True
PRV-5760,Deprovisioning,Finance,Active Directory,2025-08-22,2025-08-22 02:16:39.277130,2.28,4,True
PRV-5761,Provisioning,Sales,Microsoft Entra ID,2025-07-10,2025-07-10 04:48:14.370024,4.8,8,True
PRV-5762,Deprovisioning,Sales,Microsoft Entra ID,2026-04-21,2026-04-21 03:04:44.222143,3.08,4,True
PRV-5763,Provisioning,Finance,Hybrid (AD + Entra ID),2025-08-05,2025-08-05 01:13:05.625143,1.22,8,True
PRV-5764,Provisioning,HR,Microsoft Entra ID,2025-08-13,2025-08-13 00:59:24.839278,0.99,8,True
PRV-5765,Deprovisioning,Sales,Microsoft Entra ID,2025-09-21,2025-09-21 01:28:22.204312,1.47,4,True
PRV-5766,Provisioning,Marketing,Microsoft Entra ID,2025-11-07,2025-11-07 11:49:48.529009,11.83,8,False
PRV-5767,Provisioning,Finance,Active Directory,2025-10-03,2025-10-03 02:50:22.708150,2.84,8,True
PRV-5768,Deprovisioning,Sales,Microsoft Entra ID,2025-07-13,2025-07-13 09:50:17.799384,9.84,4,False
PRV-5769,Provisioning,Engineering,Microsoft Entra ID,2025-09-28,2025-09-28 01:17:06.639007,1.29,8,True
PRV-5770,Provisioning,Sales,Microsoft Entra ID,2026-05-02,2026-05-02 05:49:47.809510,5.83,8,True
PRV-5771,Provisioning,Finance,Hybrid (AD + Entra ID),2025-12-11,2025-12-11 00:30:00.000000,0.5,8,True
PRV-5772,Deprovisioning,Engineering,Hybrid (AD + Entra ID),2025-10-24,2025-10-24 03:46:20.984781,3.77,4,True
PRV-5773,Provisioning,Marketing,Microsoft Entra ID,2025-08-15,2025-08-15 11:21:50.923431,11.36,8,False
PRV-5774,Deprovisioning,Finance,Microsoft Entra ID,2025-07-18,2025-07-18 00:44:14.406553,0.74,4,True
PRV-5775,Provisioning,Operations,Hybrid (AD + Entra ID),2025-12-25,2025-12-25 02:45:48.266846,2.76,8,True
PRV-5776,Provisioning,Marketing,Active Directory,2026-04-07,2026-04-07 05:04:11.731857,5.07,8,True
PRV-5777,Provisioning,Operations,Hybrid (AD + Entra ID),2026-03-18,2026-03-18 01:12:28.245302,1.21,8,True
PRV-5778,Deprovisioning,HR,Microsoft Entra ID,2026-05-09,2026-05-09 02:34:08.301325,2.57,4,True
PRV-5779,Provisioning,Marketing,Hybrid (AD + Entra ID),2025-09-01,2025-09-01 02:32:12.856412,2.54,8,True
